Product,Sale Price,Discount,Rating,Total reviews,Date
"JETech Case Compatible with iPhone 13 6.1-Inch, Shockproof Phone Bumper Cover, Anti-Scratch Clear Back (HD Clear)",$11.99,-8%,4.6 out of 5 stars,"16,786 ratings",2022-09-29
